"Step","eigenloss_and_eigeninit-ocean - forward loss","eigenloss_and_eigeninit-ocean - forward loss__MIN","eigenloss_and_eigeninit-ocean - forward loss__MAX","eigenloss_only-ocean - forward loss","eigenloss_only-ocean - forward loss__MIN","eigenloss_only-ocean - forward loss__MAX","eigen_init_vanilla-ocean - forward loss","eigen_init_vanilla-ocean - forward loss__MIN","eigen_init_vanilla-ocean - forward loss__MAX","initial_run_ocean-ocean - forward loss","initial_run_ocean-ocean - forward loss__MIN","initial_run_ocean-ocean - forward loss__MAX"
"1","0.0034827333875000477","0.0034827333875000477","0.0034827333875000477","9.899393081665039","9.899393081665039","9.899393081665039","0.005156122613698244","0.005156122613698244","0.005156122613698244","5.609238624572754","5.609238624572754","5.609238624572754"
"3","0.003909335471689701","0.003909335471689701","0.003909335471689701","2.289769172668457","2.289769172668457","2.289769172668457","0.0027773678302764893","0.0027773678302764893","0.0027773678302764893","2.4508469104766846","2.4508469104766846","2.4508469104766846"
"5","0.0030153405386954546","0.0030153405386954546","0.0030153405386954546","1.0696910619735718","1.0696910619735718","1.0696910619735718","0.004106590524315834","0.004106590524315834","0.004106590524315834","1.0457816123962402","1.0457816123962402","1.0457816123962402"
"7","0.0038704322651028633","0.0038704322651028633","0.0038704322651028633","0.3872174024581909","0.3872174024581909","0.3872174024581909","0.0024518100544810295","0.0024518100544810295","0.0024518100544810295","0.49180829524993896","0.49180829524993896","0.49180829524993896"
"9","0.003777110716328025","0.003777110716328025","0.003777110716328025","0.5057141184806824","0.5057141184806824","0.5057141184806824","0.003598092356696725","0.003598092356696725","0.003598092356696725","0.4335840046405792","0.4335840046405792","0.4335840046405792"
"11","0.0026821799110621214","0.0026821799110621214","0.0026821799110621214","0.7054376006126404","0.7054376006126404","0.7054376006126404","0.003031917382031679","0.003031917382031679","0.003031917382031679","0.2360103726387024","0.2360103726387024","0.2360103726387024"
"13","0.0021043054293841124","0.0021043054293841124","0.0021043054293841124","0.1927819401025772","0.1927819401025772","0.1927819401025772","0.002565615577623248","0.002565615577623248","0.002565615577623248","0.40882423520088196","0.40882423520088196","0.40882423520088196"
"15","0.002212516963481903","0.002212516963481903","0.002212516963481903","0.37517258524894714","0.37517258524894714","0.37517258524894714","0.0012830004561692476","0.0012830004561692476","0.0012830004561692476","0.13230778276920319","0.13230778276920319","0.13230778276920319"
"17","0.0024196032900363207","0.0024196032900363207","0.0024196032900363207","0.14168336987495422","0.14168336987495422","0.14168336987495422","0.001855058129876852","0.001855058129876852","0.001855058129876852","0.2503989338874817","0.2503989338874817","0.2503989338874817"
"19","0.0013714222004637122","0.0013714222004637122","0.0013714222004637122","0.1853981614112854","0.1853981614112854","0.1853981614112854","0.001185175497084856","0.001185175497084856","0.001185175497084856","0.2619769871234894","0.2619769871234894","0.2619769871234894"
"21","0.0009860857389867306","0.0009860857389867306","0.0009860857389867306","0.2801060080528259","0.2801060080528259","0.2801060080528259","0.0011009254958480597","0.0011009254958480597","0.0011009254958480597","0.0699208602309227","0.0699208602309227","0.0699208602309227"
"23","0.001004236051812768","0.001004236051812768","0.001004236051812768","0.1538444608449936","0.1538444608449936","0.1538444608449936","0.0008269622339867055","0.0008269622339867055","0.0008269622339867055","0.10899577289819717","0.10899577289819717","0.10899577289819717"
"25","0.0008685988141223788","0.0008685988141223788","0.0008685988141223788","0.13865186274051666","0.13865186274051666","0.13865186274051666","0.0006224352982826531","0.0006224352982826531","0.0006224352982826531","0.14809659123420715","0.14809659123420715","0.14809659123420715"
"27","0.0005451265606097877","0.0005451265606097877","0.0005451265606097877","0.06689769774675369","0.06689769774675369","0.06689769774675369","0.0005449034506455064","0.0005449034506455064","0.0005449034506455064","0.07184094190597534","0.07184094190597534","0.07184094190597534"
"29","0.0007327850908041","0.0007327850908041","0.0007327850908041","0.09089525789022446","0.09089525789022446","0.09089525789022446","0.0003587234823498875","0.0003587234823498875","0.0003587234823498875","0.04517634958028793","0.04517634958028793","0.04517634958028793"
"31","0.0005959379486739635","0.0005959379486739635","0.0005959379486739635","0.06839553266763687","0.06839553266763687","0.06839553266763687","0.0005980278947390616","0.0005980278947390616","0.0005980278947390616","0.11210772395133972","0.11210772395133972","0.11210772395133972"
"33","0.000308698887238279","0.000308698887238279","0.000308698887238279","0.059290315955877304","0.059290315955877304","0.059290315955877304","0.0006837250548414886","0.0006837250548414886","0.0006837250548414886","0.10610833764076233","0.10610833764076233","0.10610833764076233"
"35","0.00042144503095187247","0.00042144503095187247","0.00042144503095187247","0.0468825101852417","0.0468825101852417","0.0468825101852417","0.00059794686967507","0.00059794686967507","0.00059794686967507","0.09050896018743515","0.09050896018743515","0.09050896018743515"
"37","0.00017866672715172172","0.00017866672715172172","0.00017866672715172172","0.04264136403799057","0.04264136403799057","0.04264136403799057","0.00021710469445679337","0.00021710469445679337","0.00021710469445679337","0.06344524770975113","0.06344524770975113","0.06344524770975113"
"39","0.00019225891446694732","0.00019225891446694732","0.00019225891446694732","0.044852402061223984","0.044852402061223984","0.044852402061223984","0.00018730171723291278","0.00018730171723291278","0.00018730171723291278","0.0630839616060257","0.0630839616060257","0.0630839616060257"
"41","0.0002678140008356422","0.0002678140008356422","0.0002678140008356422","0.0344533771276474","0.0344533771276474","0.0344533771276474","0.00024107558419927955","0.00024107558419927955","0.00024107558419927955","0.055769190192222595","0.055769190192222595","0.055769190192222595"
"43","0.00033785743289627135","0.00033785743289627135","0.00033785743289627135","0.09321634471416473","0.09321634471416473","0.09321634471416473","0.00025005909265019","0.00025005909265019","0.00025005909265019","0.04787953570485115","0.04787953570485115","0.04787953570485115"
"45","0.0004023048677481711","0.0004023048677481711","0.0004023048677481711","0.04727989435195923","0.04727989435195923","0.04727989435195923","0.00014329886471387","0.00014329886471387","0.00014329886471387","0.04489939287304878","0.04489939287304878","0.04489939287304878"
"47","0.00020510183821897954","0.00020510183821897954","0.00020510183821897954","0.03795582056045532","0.03795582056045532","0.03795582056045532","0.0002993468660861254","0.0002993468660861254","0.0002993468660861254","0.03514200076460838","0.03514200076460838","0.03514200076460838"
"49","0.0003107326047029346","0.0003107326047029346","0.0003107326047029346","0.04857124760746956","0.04857124760746956","0.04857124760746956","0.00013895212032366544","0.00013895212032366544","0.00013895212032366544","0.052348893135786057","0.052348893135786057","0.052348893135786057"
"51","0.0003420588036533445","0.0003420588036533445","0.0003420588036533445","0.05531653016805649","0.05531653016805649","0.05531653016805649","0.0005210486706346273","0.0005210486706346273","0.0005210486706346273","0.03100050427019596","0.03100050427019596","0.03100050427019596"
"53","0.00016952649457380176","0.00016952649457380176","0.00016952649457380176","0.047760721296072006","0.047760721296072006","0.047760721296072006","0.0006774984649382532","0.0006774984649382532","0.0006774984649382532","0.027113547548651695","0.027113547548651695","0.027113547548651695"
"55","0.00033057419932447374","0.00033057419932447374","0.00033057419932447374","0.02532612532377243","0.02532612532377243","0.02532612532377243","0.00010648190800566226","0.00010648190800566226","0.00010648190800566226","0.025569507852196693","0.025569507852196693","0.025569507852196693"
"57","0.0002115424140356481","0.0002115424140356481","0.0002115424140356481","0.03269600495696068","0.03269600495696068","0.03269600495696068","0.0001112443715101108","0.0001112443715101108","0.0001112443715101108","0.04614517465233803","0.04614517465233803","0.04614517465233803"
"59","0.00029525309219025075","0.00029525309219025075","0.00029525309219025075","0.036605753004550934","0.036605753004550934","0.036605753004550934","0.00025085840024985373","0.00025085840024985373","0.00025085840024985373","0.03959619253873825","0.03959619253873825","0.03959619253873825"
"61","0.0003392453654669225","0.0003392453654669225","0.0003392453654669225","0.03931703045964241","0.03931703045964241","0.03931703045964241","0.00021267244301270694","0.00021267244301270694","0.00021267244301270694","0.020737910643219948","0.020737910643219948","0.020737910643219948"
"63","0.00032991691841743886","0.00032991691841743886","0.00032991691841743886","0.027216125279664993","0.027216125279664993","0.027216125279664993","0.00027987666544504464","0.00027987666544504464","0.00027987666544504464","0.02418120577931404","0.02418120577931404","0.02418120577931404"
"65","0.0001350261882180348","0.0001350261882180348","0.0001350261882180348","0.017279241234064102","0.017279241234064102","0.017279241234064102","0.00020051428873557597","0.00020051428873557597","0.00020051428873557597","0.026323623955249786","0.026323623955249786","0.026323623955249786"
"67","0.00026913295732811093","0.00026913295732811093","0.00026913295732811093","0.02562294527888298","0.02562294527888298","0.02562294527888298","0.00023899311781860888","0.00023899311781860888","0.00023899311781860888","0.037790488451719284","0.037790488451719284","0.037790488451719284"
"69","0.00025974898017011583","0.00025974898017011583","0.00025974898017011583","0.02763240598142147","0.02763240598142147","0.02763240598142147","0.000511467456817627","0.000511467456817627","0.000511467456817627","0.026663778349757195","0.026663778349757195","0.026663778349757195"
"71","0.00039998177089728415","0.00039998177089728415","0.00039998177089728415","0.03377324715256691","0.03377324715256691","0.03377324715256691","0.00033998131402768195","0.00033998131402768195","0.00033998131402768195","0.03224357217550278","0.03224357217550278","0.03224357217550278"
"73","0.00027899027918465436","0.00027899027918465436","0.00027899027918465436","0.018093520775437355","0.018093520775437355","0.018093520775437355","0.00014344473311211914","0.00014344473311211914","0.00014344473311211914","0.01871107891201973","0.01871107891201973","0.01871107891201973"
"75","0.00023749429965391755","0.00023749429965391755","0.00023749429965391755","0.01577662117779255","0.01577662117779255","0.01577662117779255","0.0001794705167412758","0.0001794705167412758","0.0001794705167412758","0.0158858485519886","0.0158858485519886","0.0158858485519886"
"77","0.0006072632386349142","0.0006072632386349142","0.0006072632386349142","0.01874588243663311","0.01874588243663311","0.01874588243663311","0.0001198716854560189","0.0001198716854560189","0.0001198716854560189","0.012421881780028343","0.012421881780028343","0.012421881780028343"
"79","0.00029517218354158103","0.00029517218354158103","0.00029517218354158103","0.01570606604218483","0.01570606604218483","0.01570606604218483","0.00024023382866289467","0.00024023382866289467","0.00024023382866289467","0.017551856115460396","0.017551856115460396","0.017551856115460396"
"81","0.0002502116549294442","0.0002502116549294442","0.0002502116549294442","0.020362233743071556","0.020362233743071556","0.020362233743071556","0.0005026375874876976","0.0005026375874876976","0.0005026375874876976","0.027361655607819557","0.027361655607819557","0.027361655607819557"
"83","0.000188240606803447","0.000188240606803447","0.000188240606803447","0.017350856214761734","0.017350856214761734","0.017350856214761734","0.00038018624763935804","0.00038018624763935804","0.00038018624763935804","0.03662882000207901","0.03662882000207901","0.03662882000207901"
"85","0.0004446593811735511","0.0004446593811735511","0.0004446593811735511","0.016380229964852333","0.016380229964852333","0.016380229964852333","0.00027015514206141233","0.00027015514206141233","0.00027015514206141233","0.017607156187295914","0.017607156187295914","0.017607156187295914"
"87","0.00017043031402863562","0.00017043031402863562","0.00017043031402863562","0.016534216701984406","0.016534216701984406","0.016534216701984406","0.0002820964436978102","0.0002820964436978102","0.0002820964436978102","0.016040505841374397","0.016040505841374397","0.016040505841374397"
"89","0.00031737692188471556","0.00031737692188471556","0.00031737692188471556","0.011656326241791248","0.011656326241791248","0.011656326241791248","0.00044918592902831733","0.00044918592902831733","0.00044918592902831733","0.019469909369945526","0.019469909369945526","0.019469909369945526"
"91","0.00017541146371513605","0.00017541146371513605","0.00017541146371513605","0.009909277781844139","0.009909277781844139","0.009909277781844139","0.00030950488871894777","0.00030950488871894777","0.00030950488871894777","0.016978003084659576","0.016978003084659576","0.016978003084659576"
"93","0.0003792124043684453","0.0003792124043684453","0.0003792124043684453","0.010345382615923882","0.010345382615923882","0.010345382615923882","0.00029170294874347746","0.00029170294874347746","0.00029170294874347746","0.014393184334039688","0.014393184334039688","0.014393184334039688"
"95","0.000141380907734856","0.000141380907734856","0.000141380907734856","0.0119224414229393","0.0119224414229393","0.0119224414229393","0.00024519377620890737","0.00024519377620890737","0.00024519377620890737","0.013706623576581478","0.013706623576581478","0.013706623576581478"
"97","0.00026464200345799327","0.00026464200345799327","0.00026464200345799327","0.006883552763611078","0.006883552763611078","0.006883552763611078","0.0004153410263825208","0.0004153410263825208","0.0004153410263825208","0.012139896862208843","0.012139896862208843","0.012139896862208843"
"99","0.0002728496619965881","0.0002728496619965881","0.0002728496619965881","0.005713697988539934","0.005713697988539934","0.005713697988539934","0.00027596188010647893","0.00027596188010647893","0.00027596188010647893","0.010421584360301495","0.010421584360301495","0.010421584360301495"
"101","0.00013759246212430298","0.00013759246212430298","0.00013759246212430298","0.005723089911043644","0.005723089911043644","0.005723089911043644","0.00014758914767298847","0.00014758914767298847","0.00014758914767298847","0.007392055820673704","0.007392055820673704","0.007392055820673704"
"103","0.0003868528874590993","0.0003868528874590993","0.0003868528874590993","0.003877134993672371","0.003877134993672371","0.003877134993672371","0.00013025426596868783","0.00013025426596868783","0.00013025426596868783","0.0094070415943861","0.0094070415943861","0.0094070415943861"
"105","0.0001229533227160573","0.0001229533227160573","0.0001229533227160573","0.0037445451598614454","0.0037445451598614454","0.0037445451598614454","0.0004665075975935906","0.0004665075975935906","0.0004665075975935906","0.007387301418930292","0.007387301418930292","0.007387301418930292"
"107","0.0005786596448160708","0.0005786596448160708","0.0005786596448160708","0.0031454148702323437","0.0031454148702323437","0.0031454148702323437","0.00023154003429226577","0.00023154003429226577","0.00023154003429226577","0.00588763365522027","0.00588763365522027","0.00588763365522027"
"109","0.0003061153693124652","0.0003061153693124652","0.0003061153693124652","0.0045935711823403835","0.0045935711823403835","0.0045935711823403835","0.00017138206749223173","0.00017138206749223173","0.00017138206749223173","0.006328622344881296","0.006328622344881296","0.006328622344881296"
"111","0.00044728649663738906","0.00044728649663738906","0.00044728649663738906","0.0024655330926179886","0.0024655330926179886","0.0024655330926179886","0.00014926839503459632","0.00014926839503459632","0.00014926839503459632","0.004478917457163334","0.004478917457163334","0.004478917457163334"
"113","0.0002570277138147503","0.0002570277138147503","0.0002570277138147503","0.0037201729137450457","0.0037201729137450457","0.0037201729137450457","0.00039499823469668627","0.00039499823469668627","0.00039499823469668627","0.007555187214165926","0.007555187214165926","0.007555187214165926"
"115","0.00013215669605415314","0.00013215669605415314","0.00013215669605415314","0.0025318749248981476","0.0025318749248981476","0.0025318749248981476","0.00014123585424385965","0.00014123585424385965","0.00014123585424385965","0.004117646254599094","0.004117646254599094","0.004117646254599094"
"117","0.00026091138715855777","0.00026091138715855777","0.00026091138715855777","0.002662078710272908","0.002662078710272908","0.002662078710272908","0.00013768595817964524","0.00013768595817964524","0.00013768595817964524","0.0030581674072891474","0.0030581674072891474","0.0030581674072891474"
"119","0.00013762585876975209","0.00013762585876975209","0.00013762585876975209","0.0013920515775680542","0.0013920515775680542","0.0013920515775680542","0.00010347011993872002","0.00010347011993872002","0.00010347011993872002","0.0036203942727297544","0.0036203942727297544","0.0036203942727297544"
"121","0.00009990991384256631","0.00009990991384256631","0.00009990991384256631","0.0011482816189527512","0.0011482816189527512","0.0011482816189527512","0.00015534252452198416","0.00015534252452198416","0.00015534252452198416","0.0026104541029781103","0.0026104541029781103","0.0026104541029781103"
"123","0.0001684918679529801","0.0001684918679529801","0.0001684918679529801","0.001695470418781042","0.001695470418781042","0.001695470418781042","0.00030683790100738406","0.00030683790100738406","0.00030683790100738406","0.0017108747269958258","0.0017108747269958258","0.0017108747269958258"
"125","0.0001206950910273008","0.0001206950910273008","0.0001206950910273008","0.000849735108204186","0.000849735108204186","0.000849735108204186","0.00013466333621181548","0.00013466333621181548","0.00013466333621181548","0.00209068413823843","0.00209068413823843","0.00209068413823843"
"127","0.00034700491232797503","0.00034700491232797503","0.00034700491232797503","0.0009166828240267932","0.0009166828240267932","0.0009166828240267932","0.00032338075106963515","0.00032338075106963515","0.00032338075106963515","0.0018027545884251595","0.0018027545884251595","0.0018027545884251595"
"129","0.0002885764406528324","0.0002885764406528324","0.0002885764406528324","0.0009872468654066324","0.0009872468654066324","0.0009872468654066324","0.00011340950732119381","0.00011340950732119381","0.00011340950732119381","0.002029371913522482","0.002029371913522482","0.002029371913522482"
"131","0.00010538042261032388","0.00010538042261032388","0.00010538042261032388","0.0007571791065856814","0.0007571791065856814","0.0007571791065856814","0.00030046177562326193","0.00030046177562326193","0.00030046177562326193","0.0008761105127632618","0.0008761105127632618","0.0008761105127632618"
"133","0.0002232884435215965","0.0002232884435215965","0.0002232884435215965","0.0008064767462201416","0.0008064767462201416","0.0008064767462201416","0.0002741596836131066","0.0002741596836131066","0.0002741596836131066","0.001118722022511065","0.001118722022511065","0.001118722022511065"
"135","0.00012667469854932278","0.00012667469854932278","0.00012667469854932278","0.0008344945963472128","0.0008344945963472128","0.0008344945963472128","0.00018773425836116076","0.00018773425836116076","0.00018773425836116076","0.0013550424482673407","0.0013550424482673407","0.0013550424482673407"
"137","0.00009342763951281086","0.00009342763951281086","0.00009342763951281086","0.0008330839918926358","0.0008330839918926358","0.0008330839918926358","0.00012471350783016533","0.00012471350783016533","0.00012471350783016533","0.0012552863918244839","0.0012552863918244839","0.0012552863918244839"
"139","0.00016722691361792386","0.00016722691361792386","0.00016722691361792386","0.0005133631639182568","0.0005133631639182568","0.0005133631639182568","0.0004627983144018799","0.0004627983144018799","0.0004627983144018799","0.0006167723913677037","0.0006167723913677037","0.0006167723913677037"
"141","0.000260555389104411","0.000260555389104411","0.000260555389104411","0.00041273172246292233","0.00041273172246292233","0.00041273172246292233","0.00010236504749627784","0.00010236504749627784","0.00010236504749627784","0.0008565059397369623","0.0008565059397369623","0.0008565059397369623"
"143","0.00015932563110254705","0.00015932563110254705","0.00015932563110254705","0.0009125498472712934","0.0009125498472712934","0.0009125498472712934","0.00013584940461441875","0.00013584940461441875","0.00013584940461441875","0.0010454170405864716","0.0010454170405864716","0.0010454170405864716"
"145","0.00022103299852460623","0.00022103299852460623","0.00022103299852460623","0.0006883153109811246","0.0006883153109811246","0.0006883153109811246","0.00015673405141569674","0.00015673405141569674","0.00015673405141569674","0.000695365306455642","0.000695365306455642","0.000695365306455642"
"147","0.00011077525414293632","0.00011077525414293632","0.00011077525414293632","0.0005331606371328235","0.0005331606371328235","0.0005331606371328235","0.0000879748840816319","0.0000879748840816319","0.0000879748840816319","0.0006324872374534607","0.0006324872374534607","0.0006324872374534607"
"149","0.000394993374357","0.000394993374357","0.000394993374357","0.0005867440486326814","0.0005867440486326814","0.0005867440486326814","0.00016441047773696482","0.00016441047773696482","0.00016441047773696482","0.0007254517986439168","0.0007254517986439168","0.0007254517986439168"
"151","0.00017575258971191943","0.00017575258971191943","0.00017575258971191943","0.0007244214066304266","0.0007244214066304266","0.0007244214066304266","0.00030185829382389784","0.00030185829382389784","0.00030185829382389784","0.0005810369038954377","0.0005810369038954377","0.0005810369038954377"
"153","0.0004579091037157923","0.0004579091037157923","0.0004579091037157923","0.0008006530697457492","0.0008006530697457492","0.0008006530697457492","0.0003022786695510149","0.0003022786695510149","0.0003022786695510149","0.0005447645089589059","0.0005447645089589059","0.0005447645089589059"
"155","0.00025405376800335944","0.00025405376800335944","0.00025405376800335944","0.0005074890796095133","0.0005074890796095133","0.0005074890796095133","0.00013501349894795567","0.00013501349894795567","0.00013501349894795567","0.0004644560976885259","0.0004644560976885259","0.0004644560976885259"
"157","0.00013003734056837857","0.00013003734056837857","0.00013003734056837857","0.0005291096167638898","0.0005291096167638898","0.0005291096167638898","0.00029861624352633953","0.00029861624352633953","0.00029861624352633953","0.0004758570285048336","0.0004758570285048336","0.0004758570285048336"
"159","0.00009293682524003088","0.00009293682524003088","0.00009293682524003088","0.0008608271600678563","0.0008608271600678563","0.0008608271600678563","0.00013760225556325167","0.00013760225556325167","0.00013760225556325167","0.0007090370054356754","0.0007090370054356754","0.0007090370054356754"
"161","0.0002601653977762908","0.0002601653977762908","0.0002601653977762908","0.0007773438701406121","0.0007773438701406121","0.0007773438701406121","0.00023280699679162353","0.00023280699679162353","0.00023280699679162353","0.0005711345584131777","0.0005711345584131777","0.0005711345584131777"
"163","0.0002092405775329098","0.0002092405775329098","0.0002092405775329098","0.0007064899546094239","0.0007064899546094239","0.0007064899546094239","0.00011458489461801946","0.00011458489461801946","0.00011458489461801946","0.0005234949057921767","0.0005234949057921767","0.0005234949057921767"
"165","0.0004410076653584838","0.0004410076653584838","0.0004410076653584838","0.0002512434730306268","0.0002512434730306268","0.0002512434730306268","0.00011650873784674332","0.00011650873784674332","0.00011650873784674332","0.00030535689438693225","0.00030535689438693225","0.00030535689438693225"
"167","0.00047168481978587806","0.00047168481978587806","0.00047168481978587806","0.0006338038947433233","0.0006338038947433233","0.0006338038947433233","0.00027187319938093424","0.00027187319938093424","0.00027187319938093424","0.0005207807989791036","0.0005207807989791036","0.0005207807989791036"
"169","0.0002981259603984654","0.0002981259603984654","0.0002981259603984654","0.00033420443651266396","0.00033420443651266396","0.00033420443651266396","0.00047470047138631344","0.00047470047138631344","0.00047470047138631344","0.0002836539351847023","0.0002836539351847023","0.0002836539351847023"
"171","0.00012382106797304004","0.00012382106797304004","0.00012382106797304004","0.0008867904543876648","0.0008867904543876648","0.0008867904543876648","0.00016272027278319","0.00016272027278319","0.00016272027278319","0.000591346703004092","0.000591346703004092","0.000591346703004092"
"173","0.0003956557484343648","0.0003956557484343648","0.0003956557484343648","0.0003283594560343772","0.0003283594560343772","0.0003283594560343772","0.00027901818975806236","0.00027901818975806236","0.00027901818975806236","0.0003343010030221194","0.0003343010030221194","0.0003343010030221194"
"175","0.00037097043241374195","0.00037097043241374195","0.00037097043241374195","0.0005260581965558231","0.0005260581965558231","0.0005260581965558231","0.00025588361313566566","0.00025588361313566566","0.00025588361313566566","0.00028668693266808987","0.00028668693266808987","0.00028668693266808987"
"177","0.00024136209685821086","0.00024136209685821086","0.00024136209685821086","0.0004510310827754438","0.0004510310827754438","0.0004510310827754438","0.0002005204587476328","0.0002005204587476328","0.0002005204587476328","0.00038501748349517584","0.00038501748349517584","0.00038501748349517584"
"179","0.00009852810762822628","0.00009852810762822628","0.00009852810762822628","0.0005638073198497295","0.0005638073198497295","0.0005638073198497295","0.00011432876635808498","0.00011432876635808498","0.00011432876635808498","0.0008255161228589714","0.0008255161228589714","0.0008255161228589714"
"181","0.00027420997503213584","0.00027420997503213584","0.00027420997503213584","0.00026165813324041665","0.00026165813324041665","0.00026165813324041665","0.0004532545863185078","0.0004532545863185078","0.0004532545863185078","0.00035461585503071547","0.00035461585503071547","0.00035461585503071547"
"183","0.00016903498908504844","0.00016903498908504844","0.00016903498908504844","0.0003485970082692802","0.0003485970082692802","0.0003485970082692802","0.00027604351635091007","0.00027604351635091007","0.00027604351635091007","0.00031057369778864086","0.00031057369778864086","0.00031057369778864086"
"185","0.00039889896288514137","0.00039889896288514137","0.00039889896288514137","0.00024041453434620053","0.00024041453434620053","0.00024041453434620053","0.0003320823598187417","0.0003320823598187417","0.0003320823598187417","0.0002308246766915545","0.0002308246766915545","0.0002308246766915545"
"187","0.00010580645903246477","0.00010580645903246477","0.00010580645903246477","0.0004786325735040009","0.0004786325735040009","0.0004786325735040009","0.00039571404340676963","0.00039571404340676963","0.00039571404340676963","0.0005502483691088855","0.0005502483691088855","0.0005502483691088855"
"189","0.00022650830214843154","0.00022650830214843154","0.00022650830214843154","0.00035093381302431226","0.00035093381302431226","0.00035093381302431226","0.00022052571875974536","0.00022052571875974536","0.00022052571875974536","0.00031493607093580067","0.00031493607093580067","0.00031493607093580067"
"191","0.00018707419803831726","0.00018707419803831726","0.00018707419803831726","0.000589703384321183","0.000589703384321183","0.000589703384321183","0.00030349192093126476","0.00030349192093126476","0.00030349192093126476","0.0004210917395539582","0.0004210917395539582","0.0004210917395539582"
"193","0.0003846763866022229","0.0003846763866022229","0.0003846763866022229","0.0002375450567342341","0.0002375450567342341","0.0002375450567342341","0.00036406327853910625","0.00036406327853910625","0.00036406327853910625","0.0004313663812354207","0.0004313663812354207","0.0004313663812354207"
"195","0.00013273624063003808","0.00013273624063003808","0.00013273624063003808","0.0007419693283736706","0.0007419693283736706","0.0007419693283736706","0.00012551328109111637","0.00012551328109111637","0.00012551328109111637","0.0003546426887623966","0.0003546426887623966","0.0003546426887623966"
"197","0.0002820292429532856","0.0002820292429532856","0.0002820292429532856","0.0003322050906717777","0.0003322050906717777","0.0003322050906717777","0.0001078672066796571","0.0001078672066796571","0.0001078672066796571","0.0005208660732023418","0.0005208660732023418","0.0005208660732023418"
"199","0.00023729319218546152","0.00023729319218546152","0.00023729319218546152","0.0003114209685008973","0.0003114209685008973","0.0003114209685008973","0.00031005428172647953","0.00031005428172647953","0.00031005428172647953","0.00037393742240965366","0.00037393742240965366","0.00037393742240965366"